,id,id_number,age,gender,education,status,start years,year_experience,crops,size_rai, yield (kg/rai) , yield (ton) , mkt_price (THB/ton) ,soil_quality,annual_income, cost (THB/ton) ,annual_expense,profit_loss,existing_loan, Saving/year ,loan_status,issue_date,addr_subdist,addr_district,addr_province,zip_code,temp_1,temp_2,temp_3,temp_4,temp_5,temp_6,temp_7,temp_8,temp_9,temp_10,temp_11,temp_12,rain_1,rain_2,rain_3,rain_4,rain_5,rain_6,rain_7,rain_8,rain_9,rain_10,rain_11,rain_12,credit_score,credit_utilization,credit_inquiry
64,2.4E+12,2573,67,Male,Secondary School,Married,19,48,rice,65.35,626.2,40.92,"5,234.24",S1,"214,194.80","9,764.48","399,580.46","-185,385.66","302,194.00","136,411.00",Charged Off,04/10/2023,????????,???????,??????????,24110,22.5,29.6,25.4,15.9,27.1,15.9,18.5,24.4,32.6,16.4,19.4,31.6,188.8,143.4,111.7,156.5,158.9,92.5,95,134.9,189.5,160.1,76.4,195.4,,,
65,2.4E+12,935,50,Female,Primary School,Divorced,21,29,rice,63,626.2,39.45,"4,892.62",S1,"193,016.06","12,982.22","512,154.86","-319,138.80","308,463.00","161,649.00",Charged Off,02/04/2023,??????????,??????????,??????????,24000,33.4,25,15.7,31.4,24.6,29.4,17.7,17.2,29.8,19.3,19.4,32.6,142.7,86.3,193.4,50.1,82.6,164.7,150.6,180.1,182.2,138.9,68.8,81.2,,,
66,2.4E+12,261,48,Male,Secondary School,Married,32,16,rice,128,626.2,80.15,"8,921.26",S1,"715,068.68","7,508.90","601,863.06","113,205.62","330,749.00","152,879.00",Fully Paid,14/03/2023,?????????,?????????????,??????????,24150,22.1,29.8,33.8,23.8,16.2,30.7,31.7,33.5,20.2,27.1,15.4,18.4,114.3,114.8,99.6,91.1,67.2,130.9,183.6,95.4,97.8,58.3,179.1,179,,,
67,2.4E+12,275,39,Male,Secondary School,Divorced,36,3,rice,64,626.2,40.08,"8,747.94",S1,"350,588.21","6,406.41","256,747.68","93,840.53","310,263.00","146,888.00",Fully Paid,26/03/2023,???????,???????,??????????,24190,19.3,21.3,32.7,31.1,31.7,15.1,26.4,19.4,18.6,25.2,30.2,19,70.3,128.3,145.8,119.3,158.6,73.8,195.3,152.9,147.9,194.7,55.2,184.4,,,
68,2.4E+12,270,41,Male,Secondary School,Married,25,16,rice,135,626.2,84.54,"6,554.96",S2,"554,134.98","9,776.97","826,513.10","-272,378.11","316,567.00","153,982.00",Current,04/07/2023,?????,????????,??????????,24120,34.4,31.5,27.9,17.3,15.3,15.6,31.4,26.1,33.3,27.8,30.2,17.8,135.5,193.8,192.2,65.3,76.4,61.5,62.1,64.4,52.3,74,194.9,122.7,,,
69,2E+12,277,38,Male,Secondary School,Married,24,14,sugar cane,108.18,"10,730.00","1,160.76",973.34,S2,"1,129,812.36","1,005.00","1,166,564.00","-36,751.64","205,573.00","159,567.00",Fully Paid,15/01/2023,??????,??????,??????,20270,24.5,27.6,24.6,17.1,26.4,18,30.6,27.2,21.1,29.2,19.9,15.2,60.7,156.6,123.4,168.5,121.2,92.9,193.4,68,151.9,67.3,80.1,182.9,,,
70,1.8E+12,1833,62,Male,Primary School,Married,28,34,rice,137.03,614.36,84.19,"10,632.77",N,"895,158.89","7,731.01","650,863.79","244,295.10","430,162.00","236,965.00",Fully Paid,01/11/2024,??????,??????,??????,17150,31.3,17.8,32.8,25.3,17.8,15,29.5,23.1,32.9,27.5,34.3,21.4,63.1,80.7,86.6,97.6,185.6,97,108.4,157.7,149.1,149.8,143.5,62.4,,,
71,1.8E+12,1491,52,Male,Secondary School,Married,28,24,rice,118,614.36,72.5,"9,232.69",N,"669,323.63","7,287.51","528,307.94","141,015.69","761,844.00","228,414.00",Fully Paid,02/07/2024,???????,???????????,??????,17000,22.8,32.5,31.1,23,18.4,19.8,15.2,26.1,19.9,15.7,28.4,32.4,136.1,66.1,99.4,170.3,172.5,193.1,74.3,176.2,135.8,127,60.6,193.9,,,
72,1.8E+12,112,29,Female,Secondary School,Married,25,4,rice,20,614.36,12.29,"9,774.27",N,"120,099.23","7,124.55","87,541.36","32,557.88","756,375.00","286,104.00",Fully Paid,18/04/2023,?????????,???????,??????,17110,28.8,17.1,19.1,31.7,16.2,21.7,18.1,22.3,20,26.2,15.9,23.3,148,138.5,168.8,77.8,130.9,169.3,79.2,196,112.1,70.8,120.6,191.1,,,
73,1.8E+12,7096,57,Male,Primary School,Divorced,20,37,rice,56,614.36,34.4,"9,326.95",S1,"320,888.21","8,377.25","288,214.34","32,673.87","439,634.00","140,951.00",Fully Paid,16/06/2023,?????,?????,??????,17130,15.3,17.5,20.8,25.2,33.7,19.7,23.4,23.1,23.3,22.7,26.9,22.3,147.8,161.8,66.2,112.3,56.9,108.5,182.3,176.8,128.4,79.5,56.9,82.5,,,
74,1.8E+12,116,32,Male,Secondary School,Never Married,25,7,rice,144,614.36,88.47,"9,429.30",N,"834,196.13","8,592.26","760,144.38","74,051.75","394,573.00","198,870.00",Fully Paid,24/12/2023,????,??????,??????,17150,17.9,18.3,18.5,33.4,18,32.4,16.6,18.4,31,30.8,15.5,19.9,114.7,177.2,108.8,128,119.6,137.6,190.8,74.3,173.6,187.4,52.5,64.2,,,
75,3.6E+12,500,57,Male,Secondary School,Married,18,39,rice,42.56,383.19,16.31,"9,623.06",S2,"156,948.09","10,740.70","175,176.42","-18,228.33","294,943.00","62,203.00",Charged Off,03/12/2024,?????,??????,???????,36180,26.9,20.7,21.8,34.6,29.6,22.2,17.2,32.8,15.6,22,15.7,19,53,101.3,138.3,196.9,55.3,78.6,154.6,156,134,141.6,66.2,167.8,,,
76,3.6E+12,502,70,Male,Bachelor Degree,Married,26,44,rice,27.22,383.19,10.43,"9,863.61",S3,"102,877.73","6,243.55","65,120.45","37,757.28","249,401.00","63,103.00",Fully Paid,02/07/2024,???????,???????,???????,36130,26.3,25.7,30.1,23.2,16.2,31.2,25,26.3,20.6,21.1,26,15.4,174.9,151.4,163,147.4,77.1,185.3,145.1,67.4,90.3,144.7,54.3,122.9,,,
77,3.6E+12,499,55,Female,Primary School,Married,40,15,rice,29,383.19,11.11,"10,485.36",N,"116,518.68","6,660.25","74,012.08","42,506.60","297,980.00","88,595.00",Fully Paid,24/08/2023,??????????,?????????,???????,36140,22.4,18,35,23.5,25.4,21,27.9,24.9,26.2,19.6,28.9,33.1,184.5,190.4,83.2,117.8,152.6,95.6,97.8,101.8,158.3,180.9,134.3,58.2,,,
78,3.6E+12,25183,62,Male,Primary School,Divorced,30,32,rice,99,383.19,37.94,"5,701.79",S2,"216,302.05","10,592.27","401,826.51","-185,524.46","261,886.00","71,484.00",Charged Off,21/05/2023,???????,????????????,???????,36000,31.6,30.9,18.8,16.3,22.3,29.8,18.9,23.5,26.5,27.2,30.8,26.7,105.1,197.5,152.6,170,130.8,131.2,176.3,174.7,125.2,68.3,81.7,103.6,,,
79,3.6E+12,2462,53,Male,Secondary School,Divorced,22,31,rice,109,383.19,41.77,"5,324.90",S3,"222,408.78","11,043.42","461,258.51","-238,849.73","245,457.00","66,246.00",Charged Off,02/02/2023,????????,????????????,???????,36000,21.1,31.2,29,24.2,15.9,27.3,26.9,33.8,34.6,20.4,23.2,21.9,115.4,110,65.4,194.1,135.9,95.1,178.8,133.1,123.1,91.8,143.3,112.6,,,
80,3.6E+12,503,52,Male,Master Degree,Married,20,32,rice,53,383.19,20.31,"10,212.67",S1,"207,409.86","5,000.10","101,547.35","105,862.50","243,675.00","84,835.00",Fully Paid,20/09/2023,???????,????????????,???????,36160,16.2,18.4,24.2,23.2,21.3,32.3,15.2,17.6,16.6,19.7,22.1,19,183.8,107.1,109.6,169.8,83.7,160.7,140.8,166.4,184.9,145.3,100.2,87.2,,,
81,3.6E+12,513,73,Male,Bachelor Degree,Divorced,25,48,rice,112,383.19,42.92,"9,336.68",N,"400,704.88","5,183.21","222,449.43","178,255.45","253,472.00","84,764.00",Fully Paid,17/04/2023,??????,????????????,???????,36000,19.8,26.4,16.6,27.8,24.9,25.3,21.5,34.3,24.6,16.3,32.1,19.1,155.6,152.7,126,170.7,134.2,194.6,136.4,60.7,64.4,50.3,197.7,175.6,,,
82,3.6E+12,509,66,Male,Primary School,Separated,23,43,rice,84,383.19,32.19,"9,847.06",N,"316,956.85","9,506.31","305,988.80","10,968.05","306,126.00","89,612.00",Fully Paid,08/05/2023,??????????,??????????,???????,36210,16.1,29,33.6,16.2,29.1,31.7,16.8,17,26.1,29.9,24.3,16.3,65,148.5,102.5,60,157,149.3,95.2,101.4,151.8,155.2,87.5,161.7,,,
83,3.6E+12,506,48,Male,Bachelor Degree,Married,24,24,sugar cane,118,"10,730.00","1,266.14",571.52,S2,"723,621.33",995,"1,259,809.37","-536,188.04","274,693.00","88,606.00",Charged Off,28/06/2023,??????,???????,???????,36110,22.6,17.3,15.7,26,22,19,17.9,27.3,24.5,21.6,19.6,33.3,170.9,72.2,91.5,61.7,177.2,88.9,134.9,166.7,84.9,89,69.9,188,,,
84,8.6E+12,7428,72,Male,Primary School,Separated,29,43,coffee,36.46,88.2,3.22,"74,299.00",S3,"238,918.81","84,550.00","271,882.34","-32,963.52","419,497.00","88,515.00",Current,23/06/2023,??????,??????,?????,86190,22.2,31.3,17.6,27.3,25.8,26.5,32.9,33.1,31.2,15.6,27.7,32.4,166.7,181.9,85.4,182.1,100.8,178.8,192.9,134.3,196.8,169.3,104.1,144.8,,,
85,8.6E+12,783,35,Male,Primary School,Never Married,30,5,coffee,52,90,4.68,"71,744.00",S2,"335,761.92","108,080.00","505,814.40","-170,052.48","439,524.00","85,539.00",Charged Off,11/02/2023,???????,??????????,?????,86190,23,26.2,29.9,27.4,35,27.2,34.7,29.4,18.4,32.6,30.1,27.6,187.9,179.3,156,85.4,197.3,60.3,142.8,121.9,155.3,79,59.3,122.6,,,
86,8.6E+12,782,43,Male,Primary School,Married,29,14,coffee,67,86.4,5.79,"66,631.00",S2,"385,713.53","69,700.00","403,479.36","-17,765.83","407,054.00","225,115.00",Charged Off,14/02/2024,???????,???????,?????,86110,22,15.6,25.9,17.6,25.4,15.2,19.6,32.3,18.4,15.3,27.4,20.5,157.1,64.6,53.7,73,114.2,51.6,86.5,191.8,135.3,98.7,91.8,183,,,
87,8.6E+12,11669,52,Male,Primary School,Separated,22,30,palm oil,10,412,4.12,"7,688.37",S3,"31,676.07","3,105.00","12,792.60","18,883.47","441,806.00","187,072.00",Fully Paid,01/11/2024,???????,??????,?????,86190,31.2,27.7,18.6,20.6,18.8,31.5,22.5,33.1,23,33.4,15.5,15.7,75.8,122.4,79.5,194.5,152.2,102.7,85.5,125.3,164.6,91.5,139.7,139.2,,,
88,5.7E+12,1257,75,Male,Primary School,Married,29,46,coffee,58,#N/A,#N/A,"147,843.00",S3,#N/A,"88,130.00",#N/A,#N/A,"184,990.00","42,322.00",Fully Paid,31/08/2023,??????,???????,????????,57180,29.7,30.3,19.2,23.6,33.9,20.1,33,21.6,23.3,28,17.9,18.6,199.8,124.7,145.1,79.6,182.2,199.6,76.6,184.7,89.4,92.6,87.8,191.8,,,
89,5.7E+12,6020,65,Male,Bachelor Degree,Married,39,26,coffee,48,#N/A,#N/A,"142,296.00",S3,#N/A,"80,000.00",#N/A,#N/A,"210,057.00","46,300.00",Fully Paid,16/02/2024,?????????????,????????????,????????,57260,22.6,29.3,30.5,17.7,26.9,27.2,34.2,16.8,21.1,33.1,20.2,24.1,180.2,86.2,90.3,150.8,55,96.9,155.9,64.3,142.6,70.4,103.4,89.2,,,
90,5.7E+12,451,33,Female,Primary School,Never Married,25,8,corn,42.22,709.2,29.94,"8,979.78",S2,"268,861.63","6,824.02","204,316.54","64,545.10","236,188.00","37,184.00",Fully Paid,15/08/2023,?????,????????????,????????,57170,20.6,23.1,22.8,30.2,26.1,31.8,23.5,33,32.1,22.8,21.7,25.8,180.5,131.6,143.1,133.4,136.6,119.2,187.2,100.3,117.1,95.7,157.8,141.8,,,
91,5.7E+12,8766,68,Male,Primary School,Married,35,33,corn,58.52,709.4,41.52,"10,084.49",S2,"418,680.42","6,623.41","274,985.73","143,694.69","233,787.00","46,342.00",Fully Paid,22/08/2023,???????,?????????????,????????,57000,24.6,34.3,25.8,33.6,19,18.5,19.4,30.2,33.9,21.1,19.9,29.7,196.8,92.4,145.9,161.2,177.9,105.1,72.2,118.8,96.7,103.3,154,130.3,,,
92,5.7E+12,1758,69,Male,Primary School,Married,20,49,corn,44.3,698.5,30.95,"9,665.14",N,"299,092.69","6,194.52","191,692.63","107,400.06","169,736.00","51,015.00",Fully Paid,27/08/2023,????,????,????????,57160,20.1,28.3,18.6,18.5,30,28.5,28.9,26,21.1,23.6,30.9,19.4,169.9,54.5,192.3,165.6,102.5,190.9,62.9,113.4,159.3,80.3,168.9,151.3,,,
93,5.7E+12,1025,54,Male,Primary School,Married,23,31,corn,91,713.5,64.93,"8,500.65",S2,"551,934.71","8,034.07","521,639.79","30,294.92","228,702.00","49,116.00",Charged Off,29/12/2023,?????????????,????????????,????????,57260,16.3,29.3,15.1,32.8,25.5,28.7,28.7,26.4,27.1,26.3,18.4,27.1,72.4,137.2,84.6,129.2,51.1,83.1,111.9,113.5,94.4,72.9,94.9,183.2,,,
94,5.7E+12,2526,54,Male,Bachelor Degree,Married,34,20,corn,101.68,707.7,71.96,"9,409.49",S3,"677,083.67","5,581.66","401,642.51","275,441.15","231,922.00","44,486.00",Fully Paid,09/02/2023,?????????????,????????????,????????,57260,21.8,21.3,19,33.2,32.9,29.9,19.6,28.1,30.6,29.2,18.4,17.5,119.2,156.6,166.7,186.2,90.2,83.4,171.4,65.7,141.2,118.6,154.4,142.4,,,
95,5.7E+12,446,44,Male,Primary School,Married,26,18,rice,147,#N/A,#N/A,"10,390.78",S1,#N/A,"9,923.45",#N/A,#N/A,"233,892.00","45,541.00",Fully Paid,29/01/2023,??????,????????,????????,57150,21.8,19.1,21.2,19.2,17.8,32.9,33.2,21.7,25,28.7,32.2,18.1,74.4,75.4,170,120.5,138.5,81.3,143.2,110.7,90.9,71.7,170.8,179.6,,,
96,5.7E+12,442,74,Male,Primary School,Married,27,47,rice,118,#N/A,#N/A,"10,588.01",S2,#N/A,"7,082.45",#N/A,#N/A,"236,936.00","37,810.00",Fully Paid,25/01/2024,??????,??????,????????,57190,27.9,16.4,19.3,23.5,26.4,33.5,32.6,20,34.7,23.4,21.5,26.5,142.3,178.9,193.3,194,96.7,189.2,194.7,130.4,124.9,195.1,59,102.6,,,
97,5.7E+12,443,57,Male,Primary School,Married,23,34,rice,43,#N/A,#N/A,"8,772.15",S1,#N/A,"8,320.84",#N/A,#N/A,"174,278.00","44,467.00",Fully Paid,17/08/2023,???????,??????????,????????,57290,32.8,34.9,18.4,16.2,20.2,31,26.6,28.7,15.6,26.6,32.8,28.3,68.6,58.8,97.5,86,87.2,147.8,147,185.7,99.8,159,103.2,68.5,,,
98,5.7E+12,1524,69,Female,Secondary School,Divorced,19,50,rice,74,#N/A,#N/A,"10,536.12",S1,#N/A,"7,922.88",#N/A,#N/A,"222,674.00","36,882.00",Fully Paid,14/01/2024,???????,?????????????,????????,57000,17.9,24.6,31.2,20.7,20.5,18.7,34.3,16.1,24.3,17.5,27.6,28.9,177.2,120.6,174,164.5,91.7,125.7,71.2,94.2,126.6,191,65.6,161.5,,,
99,5.7E+12,447,34,Female,Secondary School,Married,29,5,rice,111,#N/A,#N/A,"5,374.64",S1,#N/A,"11,655.00",#N/A,#N/A,"197,660.00","44,397.00",Charged Off,28/03/2023,?????,????,????????,57160,31.3,29.5,27.4,16.5,23.7,22.4,18.6,24.7,24.5,18.2,29.2,20,171.1,67.4,65.6,180.5,97.8,133.6,74.2,96.3,84.4,135.7,197.3,171.3,,,
100,5.7E+12,444,72,Male,Secondary School,Married,22,50,rice,105,#N/A,#N/A,"9,023.72",S1,#N/A,"9,135.36",#N/A,#N/A,"240,899.00","41,854.00",Fully Paid,22/02/2023,????????,???,????????,57120,27.2,16.9,27.8,24.5,28.1,34.3,24.1,26.1,28.8,19.5,20.6,25.4,135.4,118.6,145.1,134.3,159.3,97.7,64,144.1,79.7,99.7,71.6,198,,,
101,5.7E+12,452,71,Male,Secondary School,Married,26,45,rice,22,#N/A,#N/A,"5,449.64",S1,#N/A,"11,264.12",#N/A,#N/A,"194,625.00","40,473.00",Charged Off,24/01/2024,??????,??????,????????,57110,15.6,25.1,33.5,26.5,27.3,24.7,30.6,33.6,20.3,24.7,16,21.8,111.1,197,162.7,118.4,135.4,142.1,78.7,125.8,160.1,74.6,121.9,122.1,,,
102,5.7E+12,10349,62,Female,Bachelor Degree,Separated,20,42,rice,78,#N/A,#N/A,"10,657.06",S1,#N/A,"6,022.69",#N/A,#N/A,"187,398.00","50,248.00",Fully Paid,21/10/2023,??????,?????????????,????????,57000,30.3,25.1,32.8,30,21.1,21.7,24.7,33.4,31,20.3,24.1,33.5,60.4,113.6,73.4,139.4,168.4,112.9,139.7,79.4,107.9,122.5,122,87.7,,,
103,5.7E+12,453,68,Male,Primary School,Married,18,50,rice,113,#N/A,#N/A,"9,554.09",S2,#N/A,"5,046.33",#N/A,#N/A,"171,714.00","48,402.00",Fully Paid,15/06/2023,???????,???????,????????,57180,25.8,17.5,28.6,33.5,15.6,34.2,34.9,15.1,23,17,27.8,24.6,154.6,178.6,113.9,114.3,174.5,79.9,175.7,71.7,84.9,124,167.2,59.8,,,
104,5.7E+12,454,39,Male,Primary School,Married,31,8,rice,116,#N/A,#N/A,"9,183.27",S1,#N/A,"7,761.20",#N/A,#N/A,"228,117.00","39,655.00",Fully Paid,29/02/2024,??????,??????,????????,57130,31,22,34.2,23.8,19.9,29,29.7,26.6,16.9,25.4,21.7,26.4,118,67.6,183.9,133.3,176.4,148.5,184.1,123.4,178.8,166.6,90.8,112,,,
105,5.7E+12,449,34,Male,Secondary School,Never Married,19,15,rice,62,#N/A,#N/A,"9,872.66",S1,#N/A,"6,321.47",#N/A,#N/A,"234,692.00","42,300.00",Fully Paid,01/08/2023,????????,????????,????????,57210,23.2,32.8,19.6,27.6,24.1,28.9,19.1,23,27.6,29,34.1,25.6,158.3,90.7,65.5,112.5,112.2,106.1,110,166.9,110.3,129.3,160.7,136.6,,,
106,5E+12,458,56,Male,Secondary School,Divorced,25,31,coffee,93.68,#N/A,#N/A,"208,000.00",S2,#N/A,"98,370.00",#N/A,#N/A,"212,455.00","43,677.00",Fully Paid,25/03/2023,???????,?????????,?????????,50220,23.8,26.2,19.9,27.5,34.6,21.9,33.2,19.4,34.7,17.9,28,18.1,167.1,51.2,177.3,72.6,59.3,133,185.7,73.7,101.3,111.5,142,136.5,,,
107,5E+12,470,39,Male,Secondary School,Married,22,17,corn,84,743,62.41,"9,267.80",S3,"578,421.62","5,130.05","320,176.81","258,244.82","171,828.00","46,135.00",Fully Paid,03/01/2024,????????,????????,?????????,50170,18.8,32.6,20.3,32.4,32.6,34.7,25.8,20.5,15.2,15.5,31,34.7,178.4,150.7,115.3,63.9,149.3,126.2,96.8,107.4,92,72.2,64.8,105.7,,,
108,5E+12,461,53,Male,Secondary School,Married,28,25,rice,34.92,#N/A,#N/A,"10,013.75",S1,#N/A,"6,196.42",#N/A,#N/A,"156,893.00","40,387.00",Fully Paid,20/03/2024,?????,???,?????????,50110,31.9,22.5,29.9,31.1,15.5,17.3,23.4,33.4,25.5,24.6,35,31.9,67.7,105.9,123.6,133.7,173.2,58.2,123.9,63,95.6,62.6,122.9,71.4,,,
109,5E+12,11501,71,Male,Primary School,Married,30,41,rice,57,#N/A,#N/A,"8,982.77",S2,#N/A,"5,322.62",#N/A,#N/A,"194,191.00","46,579.00",Fully Paid,03/05/2024,??????,?????,?????????,50230,28.3,28.8,15.4,16.2,33.2,23.2,31.2,25.7,15.5,16.9,27.8,35,180,110.6,52.7,110.1,113.2,167.8,133.8,166.8,67.4,79.2,54,124.5,,,
110,5E+12,456,73,Male,Primary School,Divorced,30,43,rice,145,#N/A,#N/A,"8,611.01",S1,#N/A,"6,486.14",#N/A,#N/A,"210,376.00","46,297.00",Fully Paid,04/02/2023,???????,??????,?????????,50160,19,29.6,33.4,24.5,27.2,16.9,32.7,28,29.3,29.6,34.9,32.9,196.3,110,138.6,154.3,188.9,112.3,171.4,196.4,156.2,172.1,189.1,74.4,,,
111,5E+12,457,72,Male,Primary School,Married,18,54,rice,129,#N/A,#N/A,"7,036.14",S1,#N/A,"7,833.68",#N/A,#N/A,"200,765.00","38,219.00",Current,15/08/2023,???????,?????????,?????????,50220,21.8,21.2,34.5,26.8,26.9,16.7,34.8,30.2,26.9,29,25.2,19.8,51.8,101.7,169.8,75,62.1,168.1,139.4,108.8,134.8,129.3,122.1,187.7,,,
112,5E+12,462,74,Male,Bachelor Degree,Married,34,40,rice,91,#N/A,#N/A,"8,729.10",S2,#N/A,"9,986.71",#N/A,#N/A,"167,317.00","44,909.00",Fully Paid,09/01/2023,?????,?????,?????????,50190,25.4,30.8,19.5,22.5,23.9,28.3,25.7,33.4,32.4,34.1,18.3,24.6,104,157.1,188.5,177.7,131.3,117.2,76.1,50.3,143.6,56.4,76,118.9,,,
113,5E+12,475,55,Male,Primary School,Married,23,32,rice,28,#N/A,#N/A,"8,783.08",S1,#N/A,"8,778.46",#N/A,#N/A,"210,919.00","47,984.00",Fully Paid,19/07/2023,??????,??????,?????????,50180,29.3,16.9,20.6,16.8,21.6,16,30.5,32.8,29,24.1,28,24.1,159.5,145.9,94.9,165.7,103.4,194.9,121.5,174.5,194.4,105.4,105.3,126.8,,,
114,5E+12,466,61,Female,Secondary School,Separated,29,32,rice,91,#N/A,#N/A,"6,178.05",S2,#N/A,"11,444.04",#N/A,#N/A,"162,298.00","51,027.00",Charged Off,03/09/2024,??????,?????????,?????????,50120,28.3,26.6,33.2,25,34.4,15.3,21.5,30.1,27.5,16.3,18,29,75.7,109.9,108.3,92.2,198.1,169,76,147,78.7,150.8,146.3,120.8,,,
115,5E+12,1116,37,Male,Bachelor Degree,Married,25,12,rice,73,#N/A,#N/A,"8,784.52",S1,#N/A,"9,029.51",#N/A,#N/A,"172,883.00","40,903.00",Late (31-120 days),17/01/2024,????????,???,?????????,50110,33.3,19.2,24.1,27,34.4,24.5,25.3,24.4,23.1,18.7,23.7,17.1,113.6,94.7,190.3,146.7,148.5,80.7,150.2,85.5,75.6,53.2,130.7,104.6,,,
116,5E+12,1020,63,Female,Primary School,Married,29,34,rice,20,#N/A,#N/A,"5,183.23",S3,#N/A,"6,399.48",#N/A,#N/A,"193,227.00","40,755.00",Fully Paid,29/03/2024,??????,???????,?????????,50270,21.7,19.5,30.8,29.1,18.7,16,24.8,18,17.2,19.1,15.6,29.5,133.2,72.6,182.7,59.1,54.4,171.5,93.2,106.4,170.3,135.4,188.3,171,,,
117,5E+12,6340,69,Female,Bachelor Degree,Divorced,27,42,rice,55,#N/A,#N/A,"5,114.03",S2,#N/A,"9,343.31",#N/A,#N/A,"177,995.00","49,887.00",Charged Off,17/07/2023,?????,??????,?????????,50130,17.2,28.8,15.1,24.4,27.4,18.4,17.8,15.2,29.7,31.4,32.9,31.4,93.1,99.5,155.3,142.2,122.7,135.2,78.1,114.7,115.8,115.8,159.2,83.2,,,
118,5E+12,10005,68,Male,Secondary School,Married,21,47,rice,120,#N/A,#N/A,"9,399.11",S2,#N/A,"8,621.06",#N/A,#N/A,"203,224.00","37,187.00",Fully Paid,06/08/2023,???????,??????,?????????,50240,19.1,18,26.7,27.8,15.9,20.3,17.1,20.6,21.5,31.3,16.6,28.7,156,172.1,123.5,191.7,152.5,70.9,95.1,164.6,91.5,104.2,64.2,111.5,,,
119,5E+12,2537,64,Male,Secondary School,Married,25,39,rice,111,#N/A,#N/A,"10,105.84",S2,#N/A,"8,365.02",#N/A,#N/A,"216,821.00","47,005.00",Fully Paid,29/03/2024,????????,???,?????????,50110,21.1,20.6,15.5,17.2,21.8,32.5,30.2,34.5,18.4,23.1,27.7,33.3,112.2,71.1,69.8,74,173.2,170.7,183,55,192.9,198.9,166.6,172.1,,,
120,5E+12,2539,63,Female,Bachelor Degree,Divorced,32,31,rice,144,#N/A,#N/A,"10,553.72",S3,#N/A,"11,535.36",#N/A,#N/A,"200,164.00","48,293.00",Charged Off,18/01/2023,???????,??????,?????????,50120,32.3,16.3,34.6,32.5,17.8,32.8,30,15.6,17.4,24.3,34.4,29.2,104.1,84.1,109.6,159.4,72.5,193.8,119.1,55.8,170.3,148.5,185.3,169,,,
121,6.3E+12,1561,76,Male,Secondary School,Married,30,46,corn,83,598,49.63,"9,089.85",N,"451,165.42","6,049.61","300,266.14","150,899.27","180,376.00","38,300.00",Fully Paid,02/03/2024,????????????,????????,???,63000,23.5,23.6,16.9,16.5,22.2,33.8,30.7,24.7,21.7,18,24.9,23.4,58.2,142.2,138.2,188.9,141.8,193.1,109.5,120.6,189.8,128.7,93.4,59.1,,,
122,6.3E+12,327,52,Female,Secondary School,Married,27,25,corn,88,710,62.48,"6,473.82",S2,"404,484.40","7,761.88","484,962.20","-80,477.80","165,920.00","57,948.00",Charged Off,02/06/2024,????????,????????,???,63140,33.3,19.2,26.5,25.6,33.2,24.2,18.9,29.9,22.4,25,24.9,25.5,80,60.5,197.6,172.7,158.5,108.3,115,188,157.7,130.8,151.9,84.4,,,
123,6.3E+12,11519,65,Male,Secondary School,Married,40,25,rice,62.99,412.42,25.98,"5,460.09",S1,"141,845.43","10,556.91","274,253.74","-132,408.31","162,541.00","46,542.00",Current,03/06/2024,????????????,??????,???,63110,33.6,33.2,33.9,20.9,21.2,29.8,24.8,32.2,20.1,30.9,31.8,20.2,146,129.6,77.8,114.3,106.9,78.7,153.6,78.9,82.2,86.4,81.3,179.7,,,
124,6.3E+12,323,49,Female,Primary School,Separated,25,24,rice,123,412.42,50.73,"9,889.58",S3,"501,680.69","9,675.92","490,842.10","10,838.59","158,112.00","56,739.00",Fully Paid,17/04/2023,?????????,???????,???,63120,31.4,25.7,31.3,33.4,24.6,15.2,19.8,25.5,23.6,20.7,23.1,29.5,128.2,114.8,122.9,106.6,52,174,119.4,165.5,92.6,70.8,71.4,107.7,,,
125,6.3E+12,14329,72,Female,Secondary School,Married,20,52,rice,100,412.42,41.24,"10,533.81",S3,"434,440.28","10,088.19","416,061.85","18,378.43","150,889.00","43,497.00",Charged Off,14/02/2023,?????,?????,???,63160,26,19.4,25.2,28.6,25.7,34.3,20.9,33.2,29,23.6,33.3,19.4,174.3,60.3,155.7,141.4,163.1,101.9,83.8,67.6,137.9,87.7,173.8,80.8,,,
126,2.6E+12,292,27,Male,Secondary School,Never Married,25,2,rice,102,556.35,56.75,"8,850.92",N,"502,272.76","7,572.05","429,699.55","72,573.21","472,926.00","139,176.00",Fully Paid,28/04/2024,???????,????????????,???????,26000,17.2,23.6,18.2,23.5,31.2,27,20.7,30.5,22.5,18.6,20,24.3,52.8,173.4,154.6,142.2,93.3,137,86.6,54.4,117.4,186.4,176.7,125,,,
127,2.6E+12,291,51,Male,Primary School,Divorced,27,24,rice,107,556.35,59.53,"9,221.55",S3,"548,957.77","6,164.07","366,946.51","182,011.26","275,609.00","149,994.00",Fully Paid,19/05/2023,????????,????????,???????,26120,18.7,31.9,16.4,30.2,26.8,17.8,22.4,15.2,25.6,34.9,15.5,30.3,169.1,148,108.4,83.2,196,154,70.4,67.3,160.2,120,138.9,137.7,,,
128,7.3E+12,1500,58,Male,Secondary School,Married,19,39,rice,25,755.42,18.89,"4,454.38",S1,"84,123.22","13,740.69","259,499.76","-175,376.54","72,724.00","135,572.00",Charged Off,03/08/2024,?????????,???????????,??????,73000,28.7,29.6,27.2,18,26.3,24.8,27.5,15.8,17.9,23.4,26.1,24.9,83.6,159,89.6,56.6,178.9,151,91.3,106.4,112,61.8,128.4,121.7,,,
